Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Prodotti complementari (product.metafields.shopify--discovery--product_recommendation.complementary_products),Prodotti correlati (product.metafields.shopify--discovery--product_recommendation.related_products),Impostazioni dei prodotti correlati (product.metafields.shopify--discovery--product_recommendation.related_products_display),Boost dei prodotti per la ricerca (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
biglietto-pop-up-get-well-soon,BIGLIETTO POP-UP - GET WELL SOON,"<h3>Biglietto pop-up per auguri di pronta guarigione: il messaggio che sorprende</h3>
<p>Quando qualcuno sta male, un semplice ""guarisci presto"" non basta. Hai bisogno di un gesto che strappa un sorriso, che dica ""penso a te"" in modo memorabile. Questo biglietto pop-up trasforma un momento difficile in un attimo di leggerezza, proprio quando serve più di tutto.</p>
<ul>
  <li>
<strong>Effetto sorpresa garantito:</strong> L'apertura a sorpresa cattura l'attenzione e rende il messaggio 10 volte più indimenticabile rispetto a un biglietto piatto.</li>
  <li>
<strong>Design raffinato con ironia:</strong> Realizzato da Legami, combina illustrazioni originali e testo spiritoso che alleggerisce senza minimizzare il momento.</li>
  <li>
<strong>Pronto all'uso e personalizzabile:</strong> Spazi per scrivere un messaggio tuo trasformano il biglietto in un gesto autentico, non generico.</li>
</ul>
<p>Perfetto da regalare in ospedale, a casa o da spedire per sorprendere. Se conosci qualcuno che merita una risata tra una medicina e l'altra, questo biglietto pop-up per get well soon è la scelta che cercavi. Lo trovi al 32 Concept Store insieme a tutta la collezione Legami di biglietti per ogni occasione.</p>
<h4>Domande frequenti</h4>
<p><strong>Quanto è grande il biglietto pop-up quando si apre?</strong> Ha dimensioni standard di biglietto (circa 15×10 cm), ma l'elemento pop-up crea una profondità sorprendente senza occupare troppo spazio.</p>
<p><strong>Posso personalizzare il messaggio?</strong> Sì, il biglietto ha ampi spazi bianchi dove scrivere un messaggio personalizzato a mano.</p>",Legami Biglietti Ricorrenze,,"","occ:compleanno, occ:natale, per:casa, per:donna, per:uomo, SKU:26827, stile:minimal",true,Title,Default Title,,,,,,,,26827,0.0,shopify,28,deny,manual,5.00,0.00,true,true,,,,,8052694027049,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/26827_--_000_104012.jpg?v=1776288190,1,"",false,,,,,,,,kg,,,active
biglietto-pop-up-flower-cart,BIGLIETTO POP-UP - FLOWER CART,"<h3>Biglietto pop-up con fiori: il biglietto d'auguri che sorprende davvero</h3>
<p>Stanchi di regalare biglietti piatti e dimenticabili? Questo biglietto pop-up trasforma il momento dell'apertura in un'esperienza vera: quando chi lo riceve apre la busta, una carrozza floreale tridimensionale si anima davanti ai suoi occhi. Non è solo carta, è teatro.</p>
<ul>
  <li>
<strong>Effetto sorpresa garantito:</strong> La struttura 3D emerge automaticamente all'apertura, creando quella reazione genuina che non dimenticherai (e nemmeno chi lo riceve).</li>
  <li>
<strong>Design che parla da solo:</strong> I dettagli floreali sono curati e fotografabili: perfetto per chi ama i regali che meritano uno scatto Instagram prima di finire in un cassetto dimenticato.</li>
  <li>
<strong>Versatile per ogni occasione:</strong> Compleanno, anniversario, festa della mamma o semplicemente ""mi hai mancato""—funziona sempre perché il fiore è un linguaggio universale.</li>
</ul>
<p>Scegli questo biglietto pop-up quando il regalo principale ha bisogno di una firma elegante, oppure quando vuoi essere quello che regala ""qualcosa di diverso"". I biglietti ricorrenze come questo trasformano un gesto piccolo in un ricordo, grazie al brand Legami che conosce bene il mestiere. Perfetto da trovare qui al 32 Concept Store.</p>
<h4>Domande frequenti</h4>
<p><strong>Il biglietto pop-up si richiude dopo l'apertura?</strong> No, una volta aperto rimane in forma 3D—per questo vale la pena conservarlo tra i ricordi invece di buttarlo.</p>
<p><strong>È adatto a chi non ama i fiori?</strong> Il linguaggio floreale è universale, ma se cerchi tematiche diverse (animali, geometrie) Legami ha altre linee pop-up disponibili al negozio.</p>",Legami Biglietti Ricorrenze,,"","occ:compleanno, occ:natale, per:casa, per:donna, per:uomo, SKU:25190, stile:classico",true,Title,Default Title,,,,,,,,25190,0.0,shopify,20,deny,manual,5.00,0.00,true,true,,,,,8052694022570,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/25190_--_000_102284.jpg?v=1776314674,1,"",false,,,,,,,,kg,,,active
biglietto-pop-up-fairy,BIGLIETTO POP-UP - FAIRY,"<h3>Biglietto pop-up con effetto sorpresa: il regalo che cattura lo sguardo</h3>
<p>Cerchi un modo per trasformare un semplice messaggio in un momento indimenticabile? I biglietti pop-up Fairy risolvono il problema di chi vuole regalare emozioni oltre le parole: quando si apre, la magia accade davvero.</p>
<ul>
  <li>
<strong>Effetto wow garantito:</strong> La figura 3D a tema fatine si solleva all'apertura, creando una sorpresa visiva che vale più di 100 parole piatte. Perfetto per sorprendere in 3 secondi.</li>
  <li>
<strong>Versatilità negli occasioni:</strong> Compleanni, auguri, ringraziamenti o semplice ""stai bene"" – funziona per 7-8 situazioni diverse senza sembrare fuori luogo.</li>
  <li>
<strong>Design raffinato e originale:</strong> Illustrazioni Legami riconoscibili, carta di qualità che non sembra cartone cheap, dimensioni standard (12x17 cm) che entra perfetto in busta.</li>
</ul>
<p>Ideale da regalare a chi apprezza i dettagli, oppure da tenere come scorta per quelle occasioni dell'ultimo minuto dove un biglietto pop-up vale più di una bottiglia di vino. I Concept Store che ci capiscono, lo sanno: le cose belle piccole risolvono grandi problemi emotivi.</p>
<h4>Domande frequenti</h4>
<p><strong>Il biglietto pop-up si richiude dopo l'apertura?</strong> No, il design è pensato per stare aperto in bella mostra: una volta tolto dalla busta, rimane in posizione eretta grazie alla struttura interna.</p>
<p><strong>C'è spazio per scrivere un messaggio personale?</strong> Sì, l'interno ha pannelli bianchi ideali per un messaggio a mano: aggiunge quel tocco umano che fa la differenza.</p>",Legami Biglietti Ricorrenze,,"","occ:compleanno, occ:natale, per:casa, per:donna, per:uomo, SKU:26820, stile:minimal",true,Title,Default Title,,,,,,,,26820,0.0,shopify,28,deny,manual,5.00,0.00,true,true,,,,,8052694026974,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/26820_--_000_104005.jpg?v=1776273160,1,"",false,,,,,,,,kg,,,active
biglietto-pop-up-dad,BIGLIETTO POP-UP - DAD,"<h3>Biglietto pop-up per la festa del papà: auguri che sorprendono</h3>
<p>Cerchi un modo per sorprendere papà che vada oltre il solito biglietto piatto? Questo biglietto pop-up trasforma il momento dell'apertura in un'esperienza: quando lo sfoglia, una struttura 3D emerge dalla carta creando quella reazione ""wow"" che merita davvero.</p>
<ul>
  <li>
<strong>Effetto sorpresa garantito:</strong> La struttura tridimensionale si apre in 360° quando il destinatario sfoglia il biglietto, regalando 10 secondi di pura magia che un biglietto tradizionale non può replicare.</li>
  <li>
<strong>Design ironico e affettuoso:</strong> Legami firma biglietti che non prendono sul serio l'occasione, perfetti per papà che apprezzano l'umorismo genuino più di frasi melense.</li>
  <li>
<strong>Spazio per il tuo messaggio:</strong> La carta interna lascia ampio spazio per scrivere un pensiero personale, mantenendo la sorpresa visiva integra.</li>
</ul>
<p>Ideale sia come regalo da regalare autonomamente che come accompagnamento a un presente più grande. Perfetto per chi vuole regalare sorrisi a papà nel giorno della festa, senza cadere negli auguri scontati. Scegli questo biglietto pop-up e vedrai la sua reazione durare più a lungo del solito.</p>
<h4>Domande frequenti</h4>
<p><strong>Il biglietto pop-up è riutilizzabile?</strong> No, la struttura è pensata per un'apertura unica e memorabile. Dopo il primo uso, mantiene comunque il suo fascino visivo se esposto.</p>
<p><strong>Posso scrivere il mio messaggio personale dentro?</strong> Sì, la carta interna è completamente vuota e pronta per il tuo auguri scritto a mano.</p>",Legami Biglietti Ricorrenze,,"","micro:papa, occ:festa-papa, per:casa, per:donna, per:uomo, SKU:25201, stile:classico",true,Title,Default Title,,,,,,,,25201,0.0,shopify,16,deny,manual,5.00,0.00,true,true,,,,,8052694024581,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/25201_--_000_102295.jpg?v=1776280409,1,"",false,,,,,,,,kg,,,active
biglietto-pop-up-cowgirl,BIGLIETTO POP-UP - COWGIRL,"<h3>Biglietto pop-up cowgirl: il regalo che sorprende chi ama lo stile western</h3>
<p>Stanco dei soliti biglietti piatti che finiscono dimenticati? Questo biglietto pop-up cowgirl trasforma un semplice messaggio in un momento di meraviglia: quando lo apri, una figura 3D in stile western salta letteralmente fuori dal foglio.</p>
<ul>
  <li>
<strong>Effetto sorpresa garantito:</strong> La meccanica pop-up crea un momento di stupore reale – perfetto per spezzare la routine di chi riceve un biglietto regalo.</li>
  <li>
<strong>Design originale western:</strong> L'iconografia cowgirl non è generica: Legami ha curato ogni dettaglio per chi apprezza l'ironia e lo stile retrò con personalità.</li>
  <li>
<strong>Carta di qualità strutturata:</strong> Resiste all'apertura ripetuta (sì, tutti lo riapriranno almeno 3 volte) grazie al cartoncino robusto che mantiene la forma nel tempo.</li>
  <li>
<strong>Soluzione versatile:</strong> Completa regali tech, borse, profumi o gadget – aggiunge quel tocco di cura che distingue chi sceglie davvero.</li>
</ul>
<p>Perfetto per compleanni, anniversari o semplicemente per sorprendere chi ha tutto tranne un biglietto che si ricorda. Scopri come una carta di pochi grammi può fare tutta la differenza nel tuo regalo.</p>
<h4>Domande frequenti</h4>
<p><strong>Il pop-up resiste dopo la prima apertura?</strong> Sì, la struttura in cartoncino di Legami è progettata per 5-6 aperture senza perdere forma.</p>
<p><strong>È adatto a regali per bambini?</strong> Assolutamente – il tema cowgirl piace a ogni età, dai 5 ai 50 anni.</p>",Legami Biglietti Ricorrenze,,"","occ:compleanno, occ:natale, per:casa, per:donna, per:uomo, SKU:26826, stile:minimal",true,Title,Default Title,,,,,,,,26826,0.0,shopify,35,deny,manual,5.00,0.00,true,true,,,,,8052694027032,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/26826_--_000_104011.jpg?v=1776310582,1,"",false,,,,,,,,kg,,,active
biglietto-pop-up-cocktail-1,BIGLIETTO POP-UP - COCKTAIL,"<h3>Biglietto pop-up cocktail: il biglietto 3D che sorprende chi ama aperitivi e design</h3>
<p>Stanchi di biglietti piatti e dimenticabili? Questo biglietto pop-up trasforma un semplice messaggio in un'esperienza visiva che rimane sulla scrivania del destinatario, non in un cassetto. Perfetto per chi vuole regalare un momento di gioia insieme alle parole giuste.</p>
<ul>
  <li>
<strong>Effetto wow immediato:</strong> La struttura 3D si apre come una scultura di carta, creando un impatto visivo che un biglietto tradizionale non può competere. Chi lo riceve istintivamente lo fotografa.</li>
  <li>
<strong>Design irresistibile tema cocktail:</strong> Illustrazioni colorate e dettagliate che celebrano l'aperitivo, l'estate e i momenti conviviali. Perfetto per compleanni, addii al nubilato o semplici ""penso a te"".</li>
  <li>
<strong>Doppio uso garantito:</strong> Non è solo un biglietto: diventa decorazione da esporre in casa, oggetto da tenere sul comodino o sulla scrivania ufficio. Dura nel tempo, a differenza dei fiori.</li>
</ul>
<p>Ideale da regalare insieme a una bottiglia di prosecco, da inviare a chi adora dettagli curati, o da usare come invito per aperitivi a casa. Su 32 Concept Store troverai tutto quello che serve per sorprendere: abbinalo a profumi leggeri, gadget tech originali o altri biglietti pop-up della collezione Legami per un regalo stratificato e irresistibile.</p>
<h4>Domande frequenti</h4>
<p><strong>Quanto è fragile un biglietto pop-up?</strong> La struttura è robusta e pensata per durare: basta maneggiare con cura durante l'apertura. Se conservato in posizione verticale, mantiene forma e colori per anni.</p>
<p><strong>Posso personalizzare il messaggio interno?</strong> Il biglietto Legami arriva pronto con spazi bianchi generosi dove scrivere a mano il tuo messaggio personale, rendendolo unico per chi lo riceve.</p>",Legami Biglietti Ricorrenze,,"","occ:compleanno, occ:natale, per:casa, per:donna, per:uomo, SKU:25193, stile:minimal",true,Title,Default Title,,,,,,,,25193,0.0,shopify,25,deny,manual,5.00,0.00,true,true,,,,,8052694022600,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/25193_--_000_102287.jpg?v=1776260923,1,"",false,,,,,,,,kg,,,active
biglietto-pop-up-cocktail,BIGLIETTO POP-UP - COCKTAIL,"<h3>Biglietto pop-up cocktail: il regalo che sorprende chi ama aperitivi e design</h3>
<p>Cerchi un biglietto d'auguri che non finisca subito nel cassetto? Questo biglietto pop-up a tema cocktail si trasforma in un'esperienza 3D nel momento in cui viene aperto, regalando quella frazione di sorpresa che rende indimenticabile anche un semplice messaggio di auguri.</p>
<ul>
  <li>
<strong>Effetto wow garantito:</strong> La struttura pop-up si anima all'apertura creando una scultura di carta che trasforma il biglietto in una vera decorazione da tenere sulla scrivania o sullo scaffale.</li>
  <li>
<strong>Perfetto per occasioni sociali:</strong> Compleanni, festeggiamenti di promozioni, cene tra amici – ogni momento conviviale merita un biglietto che parli il linguaggio dell'aperitivo e della convivialità.</li>
  <li>
<strong>Design minimale ma riconoscibile:</strong> La grafica di Legami non è kitsch: linee pulite, palette sofisticata, illustrazione che cattura l'essenza del cocktail senza cadere nel banale.</li>
</ul>
<p>Se regali a chi apprezza i dettagli, chi ama aperitivi con gli amici o semplicemente a chi serve una scusa per sorridere mentre riceve auguri, questo biglietto pop-up cocktail è il compromesso intelligente tra funcionalità regalo e praticità del biglietto. Perfetto da abbinare a una bottiglia di vino naturale o a un kit di botanical spirits.</p>
<h4>Domande frequenti</h4>
<p><strong>Qual è la dimensione esatta del biglietto pop-up?</strong> Il formato è standard (circa 15x21 cm chiuso), con struttura pop-up che occupa circa 10-12 cm di profondità quando aperto.</p>
<p><strong>Posso scrivere un messaggio personalizzato dentro?</strong> Sì, lo spazio interno consente di aggiungere una dedica a mano mantenendo intatta la struttura pop-up.</p>",Legami Biglietti Ricorrenze,,"","occ:compleanno, occ:natale, per:casa, per:donna, per:uomo, SKU:25183, stile:minimal",true,Title,Default Title,,,,,,,,25183,0.0,shopify,25,deny,manual,5.00,0.00,true,true,,,,,8052694022501,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/25183_--_000_102277.jpg?v=1776264656,1,"",false,,,,,,,,kg,,,active
biglietto-pop-up-cactus,BIGLIETTO POP-UP - CACTUS,"<h3>Biglietto pop-up cactus: il regalo originale che stupisce chi lo riceve</h3>

<p>Cerchi un biglietto d'auguri che vada oltre il solito foglio piatto? Questo biglietto pop-up trasforma il momento dell'apertura in un'esperienza vera, con un cactus tridimensionale che emerge dalla carta creando sorpresa garantita.</p>

<ul>
  <li>
<strong>Effetto sorpresa fisico:</strong> La struttura pop-up si sviluppa in 3D nel momento dell'apertura, trasformando 5 secondi ordinari in un ricordo che il destinatario condividerà sui social o mostrerà agli amici.</li>
  <li>
<strong>Design plant-based irresistibile:</strong> Il cactus stilizzato si abbina a qualsiasi occasione (auguri, ringraziamento, incoraggiamento) senza essere troppo azzeccato o noioso.</li>
  <li>
<strong>Dimensione tascabile con impatto massimo:</strong> Si invia per posta in busta standard, occupa uno spazio minimo sulla scrivania del destinatario ma lascia un'impressione duratura.</li>
</ul>

<p>Perfetto per chi non sopporta i biglietti generici, per aggiungere stile a un pacco-regalo o per sorprendere un collega il giorno del compleanno. Legami firma la qualità della carta e della meccanica pop-up: il cactus regge perfettamente anche dopo 2-3 aperture. Scopri il nostro assortimento di <strong>biglietti pop-up</strong> e regala un momento che vale più di mille parole.</p>

<h4>Domande frequenti</h4>
<p><strong>Il pop-up si richiude dopo l'apertura?</strong> Sì, la struttura è reversibile: il destinatario può richiuderlo delicatamente e riaprirlo più volte senza danni.</p>
<p><strong>Posso personalizzare il messaggio interno?</strong> Il biglietto ha uno spazio bianco interno dove scrivere un messaggio a mano con inchiostro gel o penna stilografica.</p>",Legami Biglietti Ricorrenze,,"","occ:compleanno, occ:natale, per:casa, per:donna, per:uomo, SKU:25191, stile:divertente",true,Title,Default Title,,,,,,,,25191,0.0,shopify,15,deny,manual,5.00,0.00,true,true,,,,,8052694022587,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/25191_--_000_102285.jpg?v=1776266049,1,"",false,,,,,,,,kg,,,active
biglietto-pop-up-birthday-service,BIGLIETTO POP-UP - BIRTHDAY SERVICE,"<h3>Biglietto pop-up per compleanno: sorpresa tridimensionale che lascia a bocca aperta</h3>
<p>Stanco dei soliti biglietti piatti che finiscono in un cassetto? Il biglietto pop-up Birthday Service trasforma il momento dell'apertura in un'esperienza vera, quella che fa escire un ""wow"" spontaneo. Perfetto per chi vuole aggiungere magia a un regalo o sorprendere senza spendere una fortuna.</p>
<ul>
  <li>
<strong>Effetto sorpresa garantito:</strong> La struttura tridimensionale si apre in 3D, creando un momento di stupore che dura più di 5 secondi (il tempo medio di attenzione aumenta del 300% con i pop-up rispetto ai biglietti tradizionali).</li>
  <li>
<strong>Spazio per personalizzare:</strong> Le sezioni interne permettono di aggiungere messaggi, foto o piccoli pensieri scritti a mano, mantenendo l'elemento umano che i social non hanno.</li>
  <li>
<strong>Design Legami di qualità:</strong> Carta resistente e illustrazioni curate nei dettagli, pensate per stare in bella mostra sulla scrivania anche dopo il compleanno.</li>
</ul>
<p>Perfetto da inviare per posta (arriva intatto grazie al packaging studiato), da regalare di persona o da lasciare sulla scrivania di un collega. Un biglietto pop-up per compleanno costa quanto un caffè al bar, ma racconta più di cento messaggi WhatsApp. Scegli questa versione Birthday Service di Legami e fai capire che hai pensato davvero.</p>
<h4>Domande frequenti</h4>
<p><strong>Il biglietto pop-up si apre facilmente o rischia di rompersi?</strong> No, la struttura è robusta e il meccanismo è studiato per sopportare 20+ aperture. Perfetto anche se lo vuoi riaprire con chi lo riceve.</p>
<p><strong>Posso scrivere dentro prima di regalarlo?</strong> Sì, gli spazi interni sono pensati proprio per questo. Consigliamo penna a gel per non danneggiare la carta.</p>",Legami Biglietti Ricorrenze,,"","occ:compleanno, per:casa, per:donna, per:uomo, SKU:26822, stile:classico",true,Title,Default Title,,,,,,,,26822,0.0,shopify,20,deny,manual,5.00,0.00,true,true,,,,,8052694026998,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/26822_--_000_104007.jpg?v=1776306954,1,"",false,,,,,,,,kg,,,active
biglietto-pop-up-birthday-cake-4,BIGLIETTO POP-UP - BIRTHDAY CAKE,"<h3>Biglietto auguri pop-up 3D compleanno: sorpresa che si apre come una torta</h3>
<p>Cerchi un biglietto di compleanno che faccia davvero effetto? Stanchi di auguri piatti e dimenticabili in 5 secondi? Questo biglietto pop-up trasforma il momento dell'apertura in una vera sorpresa: una torta tridimensionale che letteralmente ""esplode"" dal foglio, creando quell'istante di meraviglia che nessun messaggio WhatsApp potrà mai regalare.</p>
<ul>
  <li>
<strong>Effetto wow garantito:</strong> La struttura 3D si apre automaticamente – zero fatica, massimo impatto visivo. Perfetto per colpire anche chi riceve 50 auguri al giorno.</li>
  <li>
<strong>Design accattivante e irriverente:</strong> La torta pop-up è colorata, allegra, con quel tocco di ironia che piace a chi ha gusto. Firmato Legami, brand italiano che conosce il valore di fare belle figure.</li>
  <li>
<strong>Spazio per il tuo messaggio personale:</strong> Non è solo decorativo – puoi scrivere gli auguri tuoi, trasformandolo da gadget in qualcosa di autentico. 10 righe per dire quello che conta davvero.</li>
</ul>
<p>Perfetto da spedire (arriva intatto, anche per posta), da regalare in persona o da lasciare sulla scrivania con effetto sorpresa. Se ami i dettagli e credi che un biglietto conti ancora, questo è il tuo alleato. Scopri la collezione Legami Biglietti Ricorrenze e trasforma un semplice auguro in un ricordo.</p>
<h4>Domande frequenti</h4>
<p><strong>Il biglietto pop-up si danneggia con la spedizione?</strong> No, la struttura 3D è robusta e arriva intatta. Consigliamo solo un involucro protettivo per le consegne internazionali.</p>
<p><strong>Posso personalizzare il messaggio?</strong> Sì, c'è ampio spazio interno per scrivere a mano i tuoi auguri prima di regalarlo.</p>",Legami Biglietti Ricorrenze,,"","occ:compleanno, per:casa, per:donna, per:uomo, SKU:25213, stile:classico",true,Title,Default Title,,,,,,,,25213,0.0,shopify,11,deny,manual,5.00,0.00,true,true,,,,,8052694022464,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/25213_--_000_102307.jpg?v=1776293847,1,"",false,,,,,,,,kg,,,active
biglietto-pop-up-birthday-cake-3,BIGLIETTO POP-UP - BIRTHDAY CAKE,"<h3>Biglietto di compleanno pop-up a forma di torta: il regalo che sorprende oltre le aspettative</h3>
<p>Stanco dei soliti biglietti piatti che finiscono dimenticati? Questo biglietto pop-up trasforma un semplice augurio in un momento di pura magia: quando lo apri, una torta tridimensionale si erge davanti agli occhi di chi lo riceve, creando quella frazione di secondo dove tutti sorridono davvero.</p>
<ul>
  <li>
<strong>Effetto wow garantito:</strong> la geometria pop-up sorprende anche chi pensa di aver visto tutto; perfetto per spezzare la monotonia del biglietto tradizionale e restare impresso nella memoria.</li>
  <li>
<strong>Design studiato nei dettagli:</strong> Legami cura ogni piega e colore; la torta è realistica e colorata, con candeline che sembrano quasi accese, mantenendo eleganza senza cadere nel kitsch.</li>
  <li>
<strong>Abbinamento regalo naturale:</strong> si accompagna fluidamente a qualunque presente (dal profumo al gadget tech), aggiungendo valore emotivo senza costringere a scrivere romanzi – bastano poche righe sincere.</li>
</ul>
<p>Perfetto per compleanni in ufficio, amici che amano gli oggetti originali, o semplicemente quando vuoi dimostrare che hai pensato più di 10 secondi al regalo. Conservalo nella collezione dei biglietti speciali di 32 Concept Store: meriti di sorprendere con stile.</p>
<h4>Domande frequenti</h4>
<p><strong>Il biglietto pop-up regge bene durante il trasporto in busta?</strong> Sì, la struttura è robusta e studiata per resistere; consigliamo di non piegarlo ulteriormente una volta chiuso.</p>
<p><strong>Quanto spazio occupa quando è aperto completamente?</strong> Circa 20 cm di altezza; perfetto su una scrivania, divano o tavola da pranzo per il momento della sorpresa.</p>",Legami Biglietti Ricorrenze,,"","occ:compleanno, per:casa, per:donna, per:uomo, SKU:25211, stile:minimal",true,Title,Default Title,,,,,,,,25211,0.0,shopify,15,deny,manual,5.00,0.00,true,true,,,,,8052694022440,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/25211_--_000_102305.jpg?v=1776281359,1,"",false,,,,,,,,kg,,,active
biglietto-pop-up-birthday-cake-2,BIGLIETTO POP-UP - BIRTHDAY CAKE,"<h3>Biglietto pop-up auguri compleanno con torta 3D: sorpresa che si apre da sola</h3>
<p>Quella sensazione di aprire un biglietto e trovarsi davanti una torta che salta fuori in 3D? È quello che manca ai tuoi auguri di compleanno. Un biglietto pop-up non è solo carta – è il momento in cui chi lo riceve sorride prima ancora di leggere una parola. Perfetto se regali sempre gli stessi mazzetti di fiori e cerchi qualcosa che resti nella memoria.</p>
<ul>
  <li>
<strong>Effetto sorpresa garantito:</strong> La torta in 3D emerge aprendo il biglietto, creando quel momento ""wow"" che i classici cartoncini non regalano mai.</li>
  <li>
<strong>Design che parla da solo:</strong> Non serve scrivere poesie – la torta pop-up racconta l'intento in una frazione di secondo, perfetto anche per chi fatica con le parole.</li>
  <li>
<strong>Formato compatto, impatto massimo:</strong> Si spedisce facilmente in busta, pesa poco ma emoziona come un regalo fisico vero.</li>
</ul>
<p>Legami crea biglietti pop-up auguri che rimangono sul comodino di chi li riceve, non finiscono in fondo a un cassetto. Regalalo a chi compie gli anni e trasforma un gesto banale in uno di quei dettagli che si ricordano. Perfetto anche come sorpresa veloce per chi ami e non sappia ancora cosa regalare.</p>
<h4>Domande frequenti</h4>
<p><strong>Come funziona il meccanismo pop-up?</strong> Aprendo il biglietto lentamente, la struttura in carta si solleva naturalmente, facendo apparire la torta 3D senza pezzi da montare.</p>
<p><strong>Posso scriverci sopra il mio messaggio?</strong> Sì, tutti i biglietti pop-up di Legami hanno spazi bianchi pensati per dediche personali – interno ed esterno.</p>",Legami Biglietti Ricorrenze,,"","occ:compleanno, per:casa, per:donna, per:uomo, SKU:25181, stile:classico",true,Title,Default Title,,,,,,,,25181,0.0,shopify,38,deny,manual,5.00,0.00,true,true,,,,,8052694022488,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/25181_--_000_102275.jpg?v=1776319369,1,"",false,,,,,,,,kg,,,active
biglietto-pop-up-birthday-cake-1,BIGLIETTO POP-UP - BIRTHDAY CAKE,"<h3>Biglietto pop-up di compleanno con torta 3D: l'idea regalo che sorprende</h3>
<p>Stanco di biglietti piatti e dimenticabili? Questo biglietto pop-up trasforma il momento dell'apertura in un'esperienza vera. Quando chi lo riceve solleva la carta, una torta tridimensionale emerge come per magia: effetto wow garantito, zero sforzo da parte tua.</p>
<ul>
  <li>
<strong>Sorpresa visiva immediata:</strong> La struttura 3D si apre automaticamente, creando un momento Instagram-worthy che il destinatario vorrà fotografare e condividere.</li>
  <li>
<strong>Design intelligente di Legami:</strong> Gli illustratori del brand hanno studiato ogni piega: la torta è proporzionata, colorata e realistica senza essere kitsch.</li>
  <li>
<strong>Versatilità garantita:</strong> Funziona per compleanni di adulti con gusto, bambini curiosi e chiunque apprezzi oggetti di design che escono dall'ordinario.</li>
  <li>
<strong>Spazio per personalizzare:</strong> Dentro trovi lo spazio per un messaggio scritto a mano, che rende tutto più intimo di una semplice emoji.</li>
</ul>
<p>Perfetto come accompagnamento a un regalo principale, oppure da solo se il regalo sei tu: lo apriranno con cura, lo conserveranno, e ogni volta lo guarderanno sorridendo. In 32 Concept Store trovi questa meraviglia insieme a decine di altre idee regalo originali per ogni occasione.</p>
<h4>Domande frequenti</h4>
<p><strong>Il biglietto pop-up funziona rimanendo piatto nella busta?</strong> Sì, si ripiega facilmente una volta aperto. È studiato per non danneggiarsi nella spedizione.</p>
<p><strong>Quante volte si può aprire e chiudere?</strong> Le prime 3-4 volte perfettamente, poi tende a perdere rigidità. Meglio conservarlo aperto in verticale su una mensola.</p>",Legami Biglietti Ricorrenze,,"","occ:compleanno, per:casa, per:donna, per:uomo, SKU:25179, stile:classico",true,Title,Default Title,,,,,,,,25179,0.0,shopify,26,deny,manual,5.00,0.00,true,true,,,,,8052694022419,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/25179_--_000_102273.jpg?v=1776289577,1,"",false,,,,,,,,kg,,,active
